Name,Orig_Label,Pred_Label,Pred_Blurred_5_Label,Pred_Blurred_10_Label,Pred_Blurred_15_Label,Pred_Dark_1_Label,Pred_Dark_2_Label,Pred_Dark_3_Label,Pred_Bright_1_Label,Pred_Bright_2_Label,Pred_Bright_3_Label,Pred_Bright_4_Label,Pred_Bright_5_Label,Pred_Bright_6_Label,Pred_Bright_7_Label,Pred_Occl_5_Label,Pred_Occl_10_Label,Pred_Occl_15_Label,Pred_Occl_20_Label,Pred_Occl_25_Label
10911.png,1,5,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,11,1,1
10912.png,1,1,1,8,8,1,1,1,1,1,1,1,1,1,1,12,1,5,13,1
10913.png,11,11,11,11,23,11,11,11,11,11,19,11,11,23,18,18,11,11,11,18
10914.png,15,15,15,10,10,15,15,9,15,15,15,15,15,4,4,15,15,15,15,15
10915.png,3,3,5,5,5,3,3,8,2,2,5,1,1,2,1,3,15,9,3,24
10916.png,36,36,34,38,38,37,36,10,35,36,35,36,36,36,36,36,37,35,35,37
10917.png,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,42
10918.png,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,9,10,10,10,10
10919.png,16,16,16,10,10,16,16,10,16,16,16,16,7,16,16,16,16,18,10,16
10920.png,2,2,3,5,9,2,2,2,2,2,1,2,2,2,2,2,2,2,16,2
10921.png,24,24,24,18,13,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
10922.png,23,23,23,25,23,23,23,23,23,23,23,23,23,23,23,23,22,23,23,23
10923.png,2,2,2,5,8,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2
10924.png,17,17,17,17,17,17,17,17,17,17,17,15,16,13,41,17,17,17,17,17
10925.png,3,3,5,8,5,3,3,3,38,3,3,40,5,2,2,3,3,3,3,9
10926.png,4,4,2,8,7,4,4,4,4,4,4,1,2,4,2,4,24,4,4,4
10927.png,35,35,32,13,13,35,35,15,35,15,15,41,15,32,12,35,35,12,35,35
10928.png,5,5,1,10,9,1,1,2,1,1,41,32,32,32,38,4,1,1,1,1
10929.png,7,7,7,16,10,7,7,10,7,7,7,7,7,7,7,7,7,18,7,7
10930.png,1,1,1,7,7,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1
10931.png,12,12,12,12,12,12,12,12,12,13,12,12,12,12,13,12,12,12,12,12
10932.png,4,4,8,8,7,4,4,4,4,4,4,4,4,4,41,4,4,4,4,8
10933.png,11,11,11,11,11,11,11,11,11,11,23,11,11,11,11,18,11,11,11,11
10934.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10935.png,4,4,4,8,8,4,4,4,4,4,4,4,4,1,4,4,1,4,4,4
10936.png,22,22,22,19,22,22,22,22,22,22,22,22,18,22,12,22,22,11,29,22
10937.png,8,8,8,5,17,4,8,8,8,7,4,8,4,1,41,8,2,7,15,13
10938.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
10939.png,2,2,2,7,8,2,2,2,2,4,2,2,2,2,2,2,4,2,2,2
10940.png,38,38,38,9,10,38,38,38,38,38,16,12,12,13,41,38,40,15,38,17
10941.png,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10942.png,31,31,31,31,19,31,31,31,18,31,31,31,31,31,31,20,31,31,20,31
10943.png,9,9,10,10,10,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9
10944.png,8,4,8,10,8,9,8,8,8,8,4,8,17,4,9,8,8,10,10,8
10945.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,25,25,25
10946.png,2,2,2,2,2,2,2,2,4,2,2,2,1,18,1,1,2,2,28,2
10947.png,18,18,18,19,5,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
10948.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
10949.png,11,11,11,6,11,11,11,18,11,11,11,11,11,11,11,11,18,11,42,11
10950.png,17,17,17,17,17,17,17,17,17,17,17,17,13,41,13,17,17,17,17,17
10951.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10952.png,17,17,17,17,17,17,17,17,17,9,9,16,15,32,32,17,13,17,17,17
10953.png,2,2,2,2,25,2,2,3,2,2,2,2,2,2,2,2,2,18,2,2
10954.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,17,14
10955.png,5,5,1,7,8,5,5,3,5,5,9,1,41,15,15,2,5,5,5,24
10956.png,31,31,31,20,20,31,31,31,31,31,31,31,31,11,31,31,31,31,31,31
10957.png,36,35,36,34,41,37,33,37,33,32,41,15,25,13,16,37,37,37,35,37
10958.png,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,13,3,3
10959.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,17,10,18,10,18
10960.png,13,13,13,13,13,13,13,13,13,13,13,13,13,18,12,13,13,13,13,13
10961.png,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,41,23
10962.png,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4
10963.png,38,38,38,38,34,38,38,38,38,38,38,38,38,13,13,35,38,35,38,38
10964.png,31,31,31,42,31,31,31,19,31,31,31,31,25,31,31,31,31,11,31,11
10965.png,3,3,5,7,5,3,13,5,1,3,1,2,41,13,25,3,0,1,2,3
10966.png,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,20
10967.png,2,2,2,2,7,2,2,9,2,2,2,2,1,2,2,2,2,1,2,15
10968.png,30,11,11,20,31,11,30,11,30,11,30,30,30,30,35,11,30,11,18,20
10969.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
10970.png,12,12,12,13,12,12,12,12,12,12,12,12,12,25,13,12,12,12,12,12
10971.png,36,37,36,41,42,37,37,38,38,41,15,41,41,41,16,37,37,37,37,38
10972.png,13,13,13,13,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10973.png,14,14,14,14,14,14,14,14,14,14,14,1,14,14,25,14,14,14,17,14
10974.png,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10,9,10,10,10
10975.png,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,9,2,1,2
10976.png,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,29
10977.png,17,17,36,13,38,17,36,38,17,41,41,13,13,13,13,17,13,13,18,15
10978.png,38,38,38,38,1,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38
10979.png,4,4,8,7,3,3,4,8,4,4,4,4,4,4,4,4,4,18,4,4
10980.png,37,37,36,5,36,36,36,36,36,36,37,36,37,40,41,38,37,37,35,12
10981.png,35,35,35,35,35,35,35,35,35,35,41,25,13,13,25,35,35,35,35,13
10982.png,2,2,2,7,7,1,4,4,2,41,15,41,41,15,15,2,2,29,1,2
10983.png,23,31,20,20,20,23,23,23,23,27,23,23,23,23,23,25,18,23,18,18
10984.png,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,15
10985.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
10986.png,26,26,26,20,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
10987.png,38,38,38,33,38,38,38,38,38,39,38,38,38,38,39,38,35,38,11,38
10988.png,3,3,5,7,42,3,3,3,3,3,3,2,3,3,3,3,3,3,3,5
10989.png,17,17,17,18,38,17,13,17,16,38,38,38,38,13,13,17,13,11,15,13
10990.png,15,15,15,15,10,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15
10991.png,3,3,3,3,3,3,3,3,1,3,3,1,3,1,3,3,3,0,3,3
10992.png,6,6,6,6,5,6,42,6,6,6,6,6,6,6,6,42,42,6,6,6
10993.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
10994.png,3,1,3,5,1,3,3,3,3,3,3,3,3,1,3,1,1,1,3,3
10995.png,18,18,21,11,31,27,21,21,18,21,21,21,19,21,41,21,18,18,18,42
10996.png,17,17,17,17,17,17,17,17,17,32,22,13,13,15,13,17,17,17,17,17
10997.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12
10998.png,4,4,4,4,8,4,4,10,4,4,4,4,4,4,4,4,4,4,4,3
10999.png,24,24,25,11,17,24,24,24,24,24,24,24,18,24,18,24,18,24,24,24
11000.png,7,7,7,8,7,4,7,7,7,7,7,7,7,7,1,7,7,7,7,7
11001.png,8,8,8,8,10,8,8,8,7,8,8,4,2,2,9,8,8,7,7,8
11002.png,19,20,19,20,20,19,19,19,20,20,18,20,19,19,19,19,19,18,20,19
11003.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,15,15,9,9
11004.png,5,5,5,7,5,5,5,5,5,2,5,5,5,5,2,5,5,2,5,1
11005.png,4,4,4,4,8,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4
11006.png,4,4,4,8,9,4,4,4,4,4,4,4,15,4,41,4,4,4,24,9
11007.png,7,7,7,5,8,7,7,7,7,7,7,7,5,8,2,7,7,7,5,9
11008.png,17,17,17,17,17,17,17,17,17,17,13,41,13,25,13,17,17,17,17,17
11009.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38,35,38
11010.png,13,18,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
11011.png,14,14,14,14,17,14,14,14,14,12,41,22,13,12,12,17,14,14,14,12
11012.png,30,30,11,20,10,30,30,18,30,30,20,18,30,25,30,30,30,30,30,18
11013.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11014.png,9,9,9,9,9,9,9,9,9,9,9,9,9,12,16,9,9,9,9,9
11015.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,15
11016.png,3,3,3,5,5,3,13,3,4,3,3,3,3,3,1,3,3,15,13,3
11017.png,8,8,5,5,8,3,5,3,5,5,8,8,5,3,8,4,8,8,8,6
11018.png,38,38,34,38,36,38,38,38,38,38,38,38,3,11,38,38,35,35,38,39
11019.png,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,11,11,13
11020.png,33,33,34,34,36,34,33,33,34,34,34,33,38,38,13,36,35,33,12,33
11021.png,38,38,38,38,38,38,40,38,38,38,38,38,13,13,13,35,38,38,38,38
11022.png,11,11,11,11,31,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
11023.png,8,8,8,10,8,8,8,7,8,8,8,8,8,8,8,8,8,8,16,7
11024.png,14,14,14,8,10,14,14,14,14,14,14,13,14,14,14,12,14,18,14,14
11025.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
11026.png,35,35,35,35,35,35,35,35,35,35,15,13,13,13,13,35,35,35,35,35
11027.png,3,3,5,5,5,3,3,3,3,3,1,1,3,3,3,3,3,10,3,3
11028.png,40,40,38,38,38,40,40,38,40,40,40,40,40,40,40,40,35,37,40,40
11029.png,25,22,11,42,41,25,25,25,25,25,25,41,23,25,12,24,25,25,11,25
11030.png,7,7,7,7,7,7,7,7,7,7,7,1,2,2,2,7,7,7,7,14
11031.png,7,7,8,20,18,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7
11032.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,15
11033.png,1,1,1,1,8,1,1,1,1,1,1,1,1,2,1,1,1,1,14,1
11034.png,25,25,25,25,25,25,25,18,18,25,25,25,25,25,11,18,25,25,25,18
11035.png,38,38,35,38,38,38,38,12,38,38,38,39,38,38,38,38,38,35,38,38
11036.png,25,25,25,25,25,11,25,25,25,18,25,18,25,18,25,25,25,25,25,25
11037.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
11038.png,5,5,5,5,8,5,5,5,5,5,5,5,5,5,1,5,5,5,10,1
11039.png,11,11,11,23,9,11,11,11,11,11,11,21,11,21,21,12,11,11,11,11
11040.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11041.png,1,1,1,7,7,1,1,1,1,1,1,1,1,1,28,1,1,1,1,1
11042.png,25,25,25,25,10,25,25,31,25,25,25,25,25,25,25,11,25,11,11,25
11043.png,1,1,7,1,1,1,1,1,1,4,15,13,16,13,41,1,1,1,1,1
11044.png,31,31,31,20,13,31,31,31,31,31,31,31,31,31,31,31,31,18,31,31
11045.png,19,19,19,20,20,19,19,19,19,19,19,19,19,19,19,19,19,18,22,19
11046.png,3,3,3,7,5,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3
11047.png,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1,16,16,16,16
11048.png,10,10,10,10,10,10,10,17,10,10,10,10,10,10,9,10,10,42,10,10
11049.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11050.png,11,11,11,17,23,11,11,11,11,11,11,11,11,11,11,11,18,11,11,11
11051.png,7,7,7,10,10,7,7,8,7,7,7,1,7,7,7,7,7,7,7,7
11052.png,2,2,2,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
11053.png,2,4,2,2,8,2,2,2,2,4,2,2,2,2,2,2,1,1,2,2
11054.png,4,4,8,8,3,4,4,4,4,4,4,4,4,4,2,4,4,4,9,3
11055.png,35,35,35,35,36,35,35,35,35,35,34,35,35,35,35,35,35,35,35,12
11056.png,5,7,5,8,10,5,7,5,8,8,7,7,5,7,8,7,5,5,8,8
11057.png,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,18,22,22,22,13
11058.png,7,7,7,7,10,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7
11059.png,9,9,9,9,9,9,9,9,9,9,9,4,4,41,41,9,9,9,9,9
11060.png,16,16,16,16,16,16,16,16,1,16,16,16,16,16,25,16,16,16,13,16
11061.png,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17
11062.png,8,8,10,10,10,8,8,3,8,8,8,8,8,7,8,8,8,8,5,10
11063.png,38,38,38,38,38,38,38,38,38,39,38,38,38,38,38,38,38,38,38,38
11064.png,5,5,5,5,8,5,5,5,5,5,5,5,1,4,5,5,5,5,1,26
11065.png,1,1,5,5,5,5,1,5,5,1,1,1,1,1,1,1,5,1,24,24
11066.png,3,3,5,5,8,3,3,3,3,1,5,3,3,3,3,3,3,3,3,3
11067.png,38,38,38,38,38,38,38,38,38,39,38,33,38,38,38,38,39,38,33,35
11068.png,23,23,23,11,19,23,23,23,23,23,23,23,18,19,19,23,18,23,23,23
11069.png,5,1,8,8,10,5,4,5,2,1,2,41,41,13,16,4,9,1,2,15
11070.png,6,6,6,10,42,6,41,4,6,41,41,6,6,38,40,6,6,41,42,34
11071.png,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,15,9,9,13,15
11072.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11
11073.png,13,13,13,13,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
11074.png,30,30,30,11,11,30,30,30,30,11,30,30,30,30,30,18,30,30,30,30
11075.png,7,7,7,10,10,8,7,7,7,7,7,7,7,7,7,7,7,9,10,42
11076.png,2,2,2,2,2,2,2,2,2,2,4,2,2,13,1,2,2,2,2,0
11077.png,4,4,4,16,5,4,4,4,5,4,4,4,4,4,4,4,4,15,4,4
11078.png,7,7,7,7,7,5,7,7,1,7,7,7,7,7,7,7,7,7,7,7
11079.png,26,26,26,10,10,11,26,26,26,25,25,26,26,21,21,26,26,26,18,26
11080.png,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
11081.png,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1
11082.png,8,8,4,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,14
11083.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,15,13
11084.png,6,6,6,42,42,6,6,6,6,6,6,1,41,41,41,6,42,6,6,42
11085.png,15,15,15,15,15,15,9,15,15,15,41,13,13,13,13,15,15,15,15,15
11086.png,37,36,36,7,13,36,38,36,37,36,37,37,37,35,38,37,36,36,37,36
11087.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11088.png,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,7
11089.png,18,21,25,12,9,18,12,21,21,11,21,21,19,19,41,21,21,18,11,11
11090.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,25,12,12,12,12,12
11091.png,16,16,16,16,10,16,16,10,16,16,16,16,16,16,16,16,16,16,16,10
11092.png,25,25,25,25,25,25,25,25,25,25,25,23,25,25,25,25,25,11,11,8
11093.png,14,14,17,14,17,14,14,7,14,14,14,14,14,14,14,14,14,14,14,14
11094.png,5,5,5,5,2,5,5,5,5,5,5,5,5,1,1,5,2,5,10,10
11095.png,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,15,1
11096.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,28,13,13,13,28,13
11097.png,38,38,38,34,34,38,38,38,38,34,38,38,13,25,25,38,35,38,35,38
11098.png,1,2,1,2,9,1,25,1,1,1,2,2,13,13,9,1,11,1,25,15
11099.png,35,35,34,34,38,36,34,32,40,35,40,35,37,35,36,40,35,38,37,35
11100.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,13,13
11101.png,11,11,11,11,23,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11
11102.png,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
11103.png,2,2,3,2,2,4,2,17,2,1,2,2,2,2,2,2,2,2,1,2
11104.png,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
11105.png,38,38,38,34,34,38,38,38,38,38,38,38,38,25,13,38,38,35,35,38
11106.png,25,25,25,25,23,25,25,25,11,25,25,25,25,25,25,25,25,25,25,11
11107.png,25,25,25,25,25,25,25,25,25,13,25,25,25,25,25,25,25,25,25,11
11108.png,4,4,4,4,16,4,4,3,4,4,4,4,4,15,4,4,0,4,4,3
11109.png,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
11110.png,10,10,10,10,10,10,10,10,10,16,10,10,1,12,13,10,16,10,10,10
11111.png,3,3,3,5,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3
11112.png,3,3,5,34,33,5,3,3,5,5,5,1,3,1,1,5,2,1,3,1
11113.png,5,5,5,5,8,5,5,5,1,1,2,2,41,41,32,4,1,5,5,5
11114.png,42,42,42,42,42,42,42,4,42,42,42,42,42,42,42,42,42,32,42,42
11115.png,37,40,36,38,40,36,40,11,37,37,40,36,40,40,36,40,40,36,40,38
11116.png,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,18,2,2,2
11117.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
11118.png,13,13,13,13,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
11119.png,23,23,23,23,23,23,23,23,23,23,11,23,23,23,23,23,23,21,23,11
11120.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
11121.png,38,38,38,34,34,38,38,38,38,38,38,38,38,38,13,38,38,35,38,38
11122.png,3,3,5,5,5,5,3,3,3,3,3,3,3,3,3,3,13,3,5,3
11123.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15
11124.png,22,22,22,22,22,22,22,22,22,18,22,22,22,22,22,22,22,22,22,22
11125.png,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,28,2,2
11126.png,18,18,31,20,31,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11127.png,36,37,36,36,38,36,33,36,36,36,38,32,16,15,32,39,35,37,36,35
11128.png,6,6,42,42,42,42,42,42,42,38,6,6,6,38,41,6,42,42,18,6
11129.png,15,15,15,15,32,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
11130.png,16,16,16,10,16,16,16,10,16,16,16,16,16,16,16,16,16,16,16,16
11131.png,31,31,25,20,31,31,31,31,31,25,31,31,31,31,40,31,20,11,31,31
11132.png,25,11,8,5,38,25,27,20,38,38,23,38,38,38,38,20,38,13,11,20
11133.png,16,16,10,10,10,10,16,10,10,16,10,10,16,16,16,10,18,11,11,13
11134.png,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
11135.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
11136.png,35,37,38,35,34,35,35,13,35,38,35,35,35,35,35,35,35,38,35,36
11137.png,38,38,38,38,38,38,38,38,38,38,38,38,39,38,38,33,38,38,38,38
11138.png,7,7,7,5,33,7,7,5,7,7,38,7,7,7,7,7,7,7,7,7
11139.png,17,17,17,17,17,17,17,17,17,17,17,17,41,13,41,17,17,17,17,17
11140.png,12,12,12,12,12,12,12,12,12,12,12,12,18,13,18,12,12,12,2,12
11141.png,4,4,10,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11142.png,5,13,8,1,18,5,5,3,1,41,41,41,15,32,32,5,1,5,5,17
11143.png,1,1,4,8,8,1,1,1,2,1,2,2,41,41,41,1,1,1,1,5
11144.png,11,11,11,11,23,11,11,11,11,11,11,11,18,18,11,11,11,11,11,11
11145.png,8,7,8,8,8,8,8,8,7,8,8,8,5,8,8,8,8,8,7,10
11146.png,32,6,32,42,6,32,32,32,32,32,32,32,32,32,32,32,11,32,32,13
11147.png,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,36,38
11148.png,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,11
11149.png,17,17,17,17,17,17,17,17,17,17,17,12,41,32,13,17,17,17,35,17
11150.png,33,34,34,36,36,34,33,33,33,41,32,13,25,16,41,38,34,35,33,18
11151.png,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
11152.png,17,17,17,12,13,17,17,13,13,36,38,38,38,25,13,17,17,13,13,17
11153.png,10,10,17,10,10,10,10,10,10,10,10,9,41,16,15,10,10,13,10,7
11154.png,4,4,4,8,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11155.png,3,3,5,5,3,3,3,3,3,3,3,3,3,2,1,3,3,11,5,2
11156.png,4,4,4,4,8,4,4,4,4,4,4,15,4,4,4,4,4,4,31,4
11157.png,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,12
11158.png,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
11159.png,4,4,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
11160.png,1,1,1,8,7,1,1,1,1,1,1,1,9,1,1,1,1,5,1,13
11161.png,2,2,2,2,1,2,2,3,2,2,1,2,2,2,2,1,3,2,1,2
11162.png,11,11,11,11,23,11,11,11,11,11,11,11,11,19,11,18,11,11,11,18
11163.png,7,7,7,7,10,7,7,7,7,7,7,7,7,15,7,7,7,7,7,12
11164.png,1,1,5,1,38,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1
11165.png,2,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,0,2,2,14
11166.png,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,18,1
11167.png,36,37,37,33,36,37,37,37,37,37,37,37,36,37,36,35,35,35,37,11
11168.png,33,38,34,34,34,34,34,34,34,33,33,38,22,3,22,33,35,33,12,36
11169.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
11170.png,21,19,21,21,19,21,19,19,21,21,21,19,21,19,25,17,21,19,11,18
11171.png,25,25,25,25,25,11,25,25,25,25,25,25,25,25,25,27,25,25,25,25
11172.png,34,34,34,34,35,34,34,34,33,33,12,16,13,25,13,34,34,34,34,35
11173.png,30,20,8,8,5,30,20,20,30,5,30,20,30,30,30,20,20,11,13,11
11174.png,16,16,16,16,16,16,9,16,9,16,16,16,16,16,16,16,16,16,16,16
11175.png,12,12,12,12,11,12,12,11,12,12,12,12,12,12,12,12,12,12,12,13
11176.png,42,42,42,42,42,42,42,6,42,11,16,1,1,3,25,42,42,42,1,42
11177.png,18,18,18,9,26,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11178.png,16,16,10,8,17,16,16,10,16,16,16,16,16,16,16,10,16,16,16,18
11179.png,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11180.png,9,16,9,10,9,9,9,9,9,9,9,9,9,9,9,16,9,13,16,9
11181.png,9,9,10,10,10,9,9,3,9,9,9,10,9,9,9,9,10,9,18,9
11182.png,11,11,11,25,20,11,26,11,11,11,11,11,11,11,11,11,11,11,11,26
11183.png,26,26,25,25,31,26,26,26,26,26,26,30,26,26,26,12,26,26,18,26
11184.png,3,3,5,5,42,3,3,5,3,1,3,40,1,40,38,3,3,3,26,3
11185.png,38,38,5,33,5,38,38,38,34,38,38,15,15,38,41,38,38,38,33,35
11186.png,8,5,8,8,7,8,8,8,8,8,8,8,11,8,8,8,8,42,8,8
11187.png,12,12,12,12,12,12,12,12,12,12,12,12,16,13,25,12,12,12,12,12
11188.png,7,7,7,10,10,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7
11189.png,2,2,2,5,5,2,3,2,5,2,2,1,2,2,2,2,2,2,1,2
11190.png,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11191.png,1,1,5,10,18,2,1,2,5,1,2,41,41,41,41,2,1,2,2,5
11192.png,21,21,21,23,2,21,21,26,21,21,19,19,12,25,2,21,18,21,11,21
11193.png,12,12,12,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11194.png,5,5,5,8,10,5,5,5,5,5,2,5,1,2,4,5,4,5,5,13
11195.png,17,17,17,10,17,17,17,17,17,17,14,15,41,41,41,17,17,17,17,17
11196.png,25,25,25,25,25,25,28,25,25,18,25,25,25,25,25,25,25,25,25,23
11197.png,12,12,12,12,12,12,12,12,12,12,41,13,13,13,12,12,12,12,12,12
11198.png,18,18,18,18,26,18,18,18,18,18,18,18,18,18,25,18,18,18,18,18
11199.png,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17
11200.png,42,42,42,42,41,42,42,42,41,42,28,16,16,41,25,6,42,42,42,13
11201.png,41,6,41,41,10,41,41,42,32,41,41,6,41,41,41,41,41,42,42,3
11202.png,3,3,5,5,8,5,3,5,5,5,1,2,2,41,41,5,15,15,10,13
11203.png,11,11,11,11,7,11,11,11,11,11,12,11,11,11,11,11,11,18,13,11
11204.png,3,3,26,10,10,17,3,3,1,1,3,5,5,1,3,3,1,18,14,3
11205.png,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
11206.png,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,18,10
11207.png,32,32,32,41,41,32,32,32,32,32,32,32,15,13,32,32,4,32,32,32
11208.png,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,5,0,1,5
11209.png,5,5,5,10,10,5,5,10,5,5,5,5,5,5,5,5,5,10,5,13
11210.png,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8
11211.png,14,14,14,14,17,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
11212.png,5,5,8,8,10,4,5,5,5,5,5,2,5,1,1,5,5,17,7,2
11213.png,3,3,5,8,5,3,3,3,3,3,3,3,3,3,3,3,8,3,3,17
11214.png,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,11,2,18,18
11215.png,31,31,20,13,31,31,31,20,31,31,31,31,31,31,31,31,18,13,31,31
